id,name,last_updated,category,route_form,route,treatment_model,common_strengths,key_brands,manufacturers,patient_program,program_sponsor_type,source_provenance,price_verified,programme_verified,indication,mechanism_of_action,launch_date,global_price_inr,price_per_unit,price_unit,price_is_estimated,price_note,price_source_text,has_multiple_indications,indications_available,primary_endpoint_key,primary_endpoint_label,primary_endpoint_unit,primary_endpoint_value,primary_endpoint_is_estimated,primary_endpoint_method,hazard_ratio,secondary_endpoints,clinical_confidence,competitor_name,competitor_price_inr,drug_severe_ae_rate,competitor_severe_ae_rate,drug_ae_is_estimated,competitor_ae_is_estimated,drug_adverse_events,competitor_adverse_events,data_quality,epidemiology,data_sources,regional_availability,regional_prices,programme_is_generic,nlem_2022,price_controlled,indication_count,indications,indications_structured_utc,mapped_count,off_label_count,primary_category,primary_indication,primary_registry_indication,unmapped,india_approval,verified_facts,verification_outstanding,doses_year_1,doses_maintenance,cost_per_dose,payment_event,cost_year_1,cost_maintenance_year,adverse_reactions_published,discontinuation_due_to_ae_pct,serious_ae_rate_published
enalapril,Enalapril,2026-08-04T08:32:59.584492+00:00,CVD,Oral tab,oral,chronic_ongoing,2.5/5/10 mg,"Enam, Envas, Nuril","Dr Reddy's, Zydus, Torrent",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; heart failure; asymptomatic LV dysfunction; diabetic nephropathy,ACE inhibitor,1990s,105,3.5,tab,True,Assumes once-daily dosing of one tab (30/month).,₹2–5 / tab,True,"[{""indication"": ""Hypertension; heart failure; asymptomatic LV dysfunction; diabetic nephropathy""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""1990s"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""1990s"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 105, ""SG"": 1, ""AE"": 4}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,4,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Heart failure"", ""raw"": ""heart failure"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Asymptomatic LV dysfunction"", ""raw"": ""asymptomatic LV dysfunction"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}, {""text"": ""Diabetic nephropathy"", ""raw"": ""diabetic nephropathy"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,"[""Asymptomatic LV dysfunction"", ""Diabetic nephropathy""]","{""molecule"": ""Enalapril"", ""found"": false, ""approved_in_india"": null, ""first_approval_date"": null, ""india_indications"": [], ""note"": ""Not found in the CDSCO new-drug lists. The register is thin before about 2009 and several older lists are scanned images that cannot be read, so this is not evidence the molecule is unapproved in India."", ""source_name"": ""CDSCO List of Approved New Drugs"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
ramipril,Ramipril,2026-08-04T08:32:59.584676+00:00,CVD,Oral cap/tab,oral,chronic_ongoing,1.25/2.5/5/10 mg,"Cardace, Ramistar, Hopace","Sanofi, Lupin, USV",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; heart failure; post-MI; high CV-risk (HOPE); nephropathy,ACE inhibitor,~1995,210,7.0,tab,True,Assumes once-daily dosing of one tab (30/month).,₹4–10 / tab,True,"[{""indication"": ""Hypertension; heart failure; post-MI; high CV-risk (HOPE); nephropathy""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~1995"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~1995"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 210, ""SG"": 3, ""AE"": 9}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,5,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Heart failure"", ""raw"": ""heart failure"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Post-MI"", ""raw"": ""post-MI"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}, {""text"": ""High CV-risk"", ""raw"": ""high CV-risk (HOPE)"", ""qualifier"": ""HOPE"", ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}, {""text"": ""Nephropathy"", ""raw"": ""nephropathy"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,"[""Post-MI"", ""High CV-risk"", ""Nephropathy""]","{""molecule"": ""Ramipril"", ""found"": true, ""approved_in_india"": true, ""first_approval_date"": ""2009-07-30"", ""approval_day_known"": true, ""single_molecule_rows"": 1, ""combination_rows"": 2, ""only_as_combination"": false, ""india_indications"": [""For the treatment of hypertension/ cardiac failure and myocardial infarction""], ""source_name"": ""CDSCO List of Approved New Drugs"", ""source_url"": ""https://cdsco.gov.in/opencms/resources/UploadCDSCOWeb/2018/UploadApprovalNewDrugs/2009.pdf"", ""source_list"": ""LIST OF NEW DRUGS APPROVED 2009"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}","{""us_initial_approval_year"": {""value"": 1991, ""source_name"": ""FDA prescribing information via DailyMed (RAMIPRIL CAPSULE [BRYANT RANCH PREPACK])"", ""source_url"": ""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3806abdc-6aec-4252-bd79-e2c115b849aa"", ""retrieved"": ""2026-08-03"", ""quote"": ""Initial U.S. Approval: 1991""}}",[],,,,,,,,,
lisinopril,Lisinopril,2026-08-04T08:32:59.584845+00:00,CVD,Oral tab,oral,chronic_ongoing,2.5/5/10 mg,"Listril, Lisoril","Torrent, Ipca",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; heart failure; post-MI,ACE inhibitor,~1995,150,5.0,tab,True,Assumes once-daily dosing of one tab (30/month).,₹3–7 / tab,True,"[{""indication"": ""Hypertension; heart failure; post-MI""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~1995"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~1995"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 150, ""SG"": 2, ""AE"": 6}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,3,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Heart failure"", ""raw"": ""heart failure"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Post-MI"", ""raw"": ""post-MI"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,"[""Post-MI""]","{""molecule"": ""Lisinopril"", ""found"": false, ""approved_in_india"": null, ""first_approval_date"": null, ""india_indications"": [], ""note"": ""Not found in the CDSCO new-drug lists. The register is thin before about 2009 and several older lists are scanned images that cannot be read, so this is not evidence the molecule is unapproved in India."", ""source_name"": ""CDSCO List of Approved New Drugs"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
perindopril,Perindopril,2026-08-04T08:32:59.584997+00:00,CVD,Oral tab,oral,chronic_ongoing,2/4/8 mg (erbumine),"Coversyl, Prexum",Serdia/Servier,Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; stable CAD; heart failure,ACE inhibitor,~2000,345,11.5,tab,True,Assumes once-daily dosing of one tab (30/month).,₹8–15 / tab,True,"[{""indication"": ""Hypertension; stable CAD; heart failure""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~2000"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~2000"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 345, ""SG"": 5, ""AE"": 15}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,3,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Stable CAD"", ""raw"": ""stable CAD"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}, {""text"": ""Heart failure"", ""raw"": ""heart failure"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,"[""Stable CAD""]","{""molecule"": ""Perindopril"", ""found"": true, ""approved_in_india"": true, ""first_approval_date"": ""2009-05-16"", ""approval_day_known"": true, ""single_molecule_rows"": 1, ""combination_rows"": 0, ""only_as_combination"": false, ""india_indications"": [""For the treatment of arterial hypertension, congestive heart failure and coronary artery disease""], ""source_name"": ""CDSCO List of Approved New Drugs"", ""source_url"": ""https://cdsco.gov.in/opencms/resources/UploadCDSCOWeb/2018/UploadApprovalNewDrugs/2009.pdf"", ""source_list"": ""LIST OF NEW DRUGS APPROVED 2009"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}","{""us_initial_approval_year"": {""value"": 1993, ""source_name"": ""FDA prescribing information via DailyMed (PERINDOPRIL ERBUMINE TABLET [AUROBINDO PHARMA LIMITED])"", ""source_url"": ""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87768fbf-7c63-47da-8925-0316f343d6ef"", ""retrieved"": ""2026-08-03"", ""quote"": ""Initial U.S. Approval: 1993""}}",[],,,,,,,,,
captopril,Captopril,2026-08-04T08:32:59.585168+00:00,CVD,Oral tab,oral,chronic_ongoing,12.5/25 mg,"Aceten, Angiopril","Wockhardt, Torrent",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,"Hypertension; heart failure (short-acting, now less used)",ACE inhibitor,1980s,90,3.0,tab,True,Assumes once-daily dosing of one tab (30/month).,₹2–4 / tab,True,"[{""indication"": ""Hypertension; heart failure (short-acting, now less used)""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""1980s"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""1980s"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 90, ""SG"": 1, ""AE"": 4}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,2,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Heart failure"", ""raw"": ""heart failure (short-acting, now less used)"", ""qualifier"": ""short-acting, now less used"", ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,[],"{""molecule"": ""Captopril"", ""found"": false, ""approved_in_india"": null, ""first_approval_date"": null, ""india_indications"": [], ""note"": ""Not found in the CDSCO new-drug lists. The register is thin before about 2009 and several older lists are scanned images that cannot be read, so this is not evidence the molecule is unapproved in India."", ""source_name"": ""CDSCO List of Approved New Drugs"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
fosinopril,Fosinopril,2026-08-04T08:32:59.585325+00:00,CVD,Oral tab,oral,chronic_ongoing,10/20 mg,Fovas,Sun,Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; heart failure,ACE inhibitor,~2000,270,9.0,tab,True,Assumes once-daily dosing of one tab (30/month).,₹6–12 / tab,True,"[{""indication"": ""Hypertension; heart failure""}]",hf_event_hr,CV-death / HF-hospitalisation HR,HR,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""hf_event_hr""], ""issues"": [{""field"": ""hf_event_hr"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~2000"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~2000"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": ""Less commonly used"", ""is_available"": true}","{""IN"": 270, ""SG"": 4, ""AE"": 12}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,2,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Heart failure"", ""raw"": ""heart failure"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Heart Failure"", ""category"": ""CVD"", ""mapped"": true}]",2026-08-04T15:31:12+00:00,2,0,CVD,Hypertension,Hypertension,[],"{""molecule"": ""Fosinopril"", ""found"": false, ""approved_in_india"": null, ""first_approval_date"": null, ""india_indications"": [], ""note"": ""Not found in the CDSCO new-drug lists. The register is thin before about 2009 and several older lists are scanned images that cannot be read, so this is not evidence the molecule is unapproved in India."", ""source_name"": ""CDSCO List of Approved New Drugs"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
losartan,Losartan,2026-08-04T08:32:59.585484+00:00,CVD,Oral tab,oral,chronic_ongoing,25/50/100 mg,"Losar, Repace, Covance, Losacar","Unichem, Sun, Cipla",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; diabetic nephropathy; stroke prevention in LVH,ARB,~1998,165,5.5,tab,True,Assumes once-daily dosing of one tab (30/month).,₹3–8 / tab,True,"[{""indication"": ""Hypertension; diabetic nephropathy; stroke prevention in LVH""}]",sbp_reduction,Systolic BP Reduction,mmHg,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""sbp_reduction""], ""issues"": [{""field"": ""sbp_reduction"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~1998"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~1998"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 165, ""SG"": 2, ""AE"": 7}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,3,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""Diabetic nephropathy"", ""raw"": ""diabetic nephropathy"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}, {""text"": ""Stroke prevention in LVH"", ""raw"": ""stroke prevention in LVH"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}]",2026-08-04T15:31:12+00:00,1,0,CVD,Hypertension,Hypertension,"[""Diabetic nephropathy"", ""Stroke prevention in LVH""]","{""molecule"": ""Losartan"", ""found"": true, ""approved_in_india"": true, ""first_approval_date"": ""2009-03-16"", ""approval_day_known"": true, ""single_molecule_rows"": 0, ""combination_rows"": 1, ""only_as_combination"": true, ""india_indications"": [], ""source_name"": ""CDSCO List of Approved New Drugs"", ""source_url"": ""https://cdsco.gov.in/opencms/resources/UploadCDSCOWeb/2018/UploadApprovalNewDrugs/2009.pdf"", ""source_list"": ""LIST OF NEW DRUGS APPROVED 2009"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
telmisartan,Telmisartan,2026-08-04T08:32:59.585684+00:00,CVD,Oral tab,oral,chronic_ongoing,20/40/80 mg,"Telma, Telsartan, Telvas, Cresar","Glenmark, Dr Reddy's, Aristo, Cipla",Low-cost generic — Jan Aushadhi,Widely available as low-cost generics; Pradhan Mantri Bhartiya Janaushadhi (PMBJP) offers 50–90% cheaper generics. Manufacturer PSP not typically needed.,workbook_reference_unverified,False,False,Hypertension; CV-risk reduction,ARB,~2000,255,8.5,tab,True,Assumes once-daily dosing of one tab (30/month).,₹5–12 / tab,True,"[{""indication"": ""Hypertension; CV-risk reduction""}]",sbp_reduction,Systolic BP Reduction,mmHg,,True,,,[],0.0,Standard of Care,,,,True,True,"[""Nausea"", ""Headache"", ""Fatigue""]","[""Muscle Pain"", ""Gastrointestinal discomfort""]","{""status"": ""unavailable"", ""missing_fields"": [""sbp_reduction""], ""issues"": [{""field"": ""sbp_reduction"", ""severity"": ""warning"", ""message"": ""Primary endpoint not in workbook — run analysis or enter manually.""}]}","{""addressable_population"": null, ""sources"": ""Not available — regional incidence not resolved""}","{""clinical"": ""Standard prescribing guides"", ""competitor"": ""Standard of Care baseline"", ""safety"": ""Clinical trial safety metadata"", ""drug_safety"": ""Product label"", ""clinical_tier"": ""tier_2"", ""competitor_tier"": ""tier_3"", ""safety_tier"": ""tier_2""}","{""global_approval"": {""agency"": ""FDA"", ""date"": ""~2000"", ""status"": ""approved""}, ""regional_status"": ""launched"", ""local_regulator"": ""CDSCO"", ""local_approval_date"": ""~2000"", ""availability_text"": ""Commercially Available (Audited)"", ""availability_color"": ""green"", ""notes"": """", ""is_available"": true}","{""IN"": 255, ""SG"": 4, ""AE"": 11}",True,"{""listed"": false, ""source_url"": ""https://nppa.gov.in/en/nlem2022"", ""retrieved_utc"": ""2026-08-04T14:32:40+00:00""}",False,2,"[{""text"": ""Hypertension"", ""raw"": ""Hypertension"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": ""Hypertension"", ""category"": ""CVD"", ""mapped"": true}, {""text"": ""CV-risk reduction"", ""raw"": ""CV-risk reduction"", ""qualifier"": null, ""off_label"": false, ""registry_indication"": null, ""category"": null, ""mapped"": false}]",2026-08-04T15:31:12+00:00,1,0,CVD,Hypertension,Hypertension,"[""CV-risk reduction""]","{""molecule"": ""Telmisartan"", ""found"": true, ""approved_in_india"": true, ""first_approval_date"": ""2009-03-31"", ""approval_day_known"": true, ""single_molecule_rows"": 0, ""combination_rows"": 4, ""only_as_combination"": true, ""india_indications"": [""For the Treatment of Essential Hypertension"", ""For the treatment of hypertension as second line therapy"", ""For the treatment of essential hypertension 141 Etodolac 300/300mg +Thiocolchicoside 4/8mg For the treatment of patients with acute painful musculoskeletal conditions 142 Celecoxib 100/200mg +Diacerein 50/50mg For the treatment of adult patients with osteoarthritis of knee and/or hip joints 143 Metoprolol succinate ER 25mg+50mg + Olmesartan 20/20mg For the treatment of essential hypertension 144 1""], ""source_name"": ""CDSCO List of Approved New Drugs"", ""source_url"": ""https://cdsco.gov.in/opencms/resources/UploadCDSCOWeb/2018/UploadApprovalNewDrugs/2009.pdf"", ""source_list"": ""LIST OF NEW DRUGS APPROVED 2009"", ""retrieved_utc"": ""2026-08-05T12:13:39+00:00""}",,,,,,,,,,,
