molecule,nlem_section,formulation,pack,ceiling_price_inr,notification_no,notification_date,source_name,source_url,source_pdf,retrieved_utc,price_basis
Ketamine,1.1.3,Injection 10 mg/ml,1 ml,11.76,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ketamine,1.1.3,Injection 50 mg/ml,1 ml,11.61,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Nitrous oxide,1.1.4,Inhalation Cubic Meter,,259.43,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Oxygen,1.1.5,Inhalation (Medicinal gas) 1.1.6 Propofol Injection 10 mg/ml,1 ml,8.02,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Sevoflurane,1.1.7,Inhalation,1 ml,33.21,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Thiopentone,1.1.8,Powder for Injection 0.5 g,Each Pack,45.23,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Thiopentone,1.1.8,Powder for Injection 1 g,Each Pack,54.87,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Bupivacaine,1.2.1,Injection 0.25%,1 ml,2.72,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Bupivacaine,1.2.1,Injection 0.5%,1 ml,4.35,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Bupivacaine,1.2.1,Injection 0.5% with 7.5% glucose,1 ml,6.89,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine,1.2.2,Topical forms 2-5% 1 gm or,1 ml,1.2,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine,1.2.2,Injection 1%,Each Pack,8.82,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine,1.2.2,Injection 2%,1 ml,1.1,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine,1.2.2,Injection 5% with 7.5% Glucose,1 ml,4.09,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine (A) + Adrenaline (B),1.2.3,Injection 1% (A) + 1:200000 (5 mcg/ml) (B),1 ml,0.5,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Lignocaine (A) + Adrenaline (B),1.2.3,Injection 2% (A) + 1:200000 (5 mcg/ml) (B),1 ml,1.02,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Prilocaine (A) + Lignocaine (B),1.2.4,Cream 2.5% (A) + 2.5% (B),1 gm,22.71,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Atropine,1.3.1,Injection 0.6 mg/ml,1 ml,4.65,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Glycopyrrolate,1.3.2,Injection 0.2 mg/ml,1 ml,13.65,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Midazolam,1.3.3,Tablet 7.5 mg,1 Tablet,24.92,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Midazolam,1.3.3,Tablet 15 mg Oral liquid 2 mg/ml Injection 1 mg/ml,1 ml,6.56,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Midazolam,1.3.3,Injection 5 mg/ml,1 ml,16.12,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,1.3.4,Injection 10 mg/ml,1 ml,26.37,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,1.3.4,Injection 15 mg/ml,1 ml,32.91,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 300 mg to 500 mg Effervescent/ Dispersible/ Enteric coated Tablet 100 mg,1 Tablet,0.2,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Effervescent/ Dispersible/Enteric coated Tablet 75 mg,1 Tablet,1.36,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 100 mg,1 Tablet,0.19,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 150 mg,1 Tablet,0.45,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 325mg,1 Tablet,0.61,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 350mg,1 Tablet,0.34,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Acetylsalicylic acid,2.1.1,Tablet 75 mg,1 Tablet,0.34,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Diclofenac,2.1.2,Tablet 50 mg,1 Tablet,2.13,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Diclofenac,2.1.2,Capsule 50 mg,1 Capsule,0.68,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Diclofenac,2.1.2,Injection 25 mg/ml,1 ml,1.63,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ibuprofen,2.1.3,Tablet 200 mg,1 Tablet,0.65,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ibuprofen,2.1.3,Capsule 200 mg 1 soft gelatin capsule,,2.97,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ibuprofen,2.1.3,Tablet 400 mg,1 Tablet,1.15,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ibuprofen,2.1.3,Capsule 400 mg,1 Capsule,1.17,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ibuprofen,2.1.3,Oral liquid 100 mg/5 ml,1 ml,0.21,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Mefenamic acid,2.1.4,Capsule 250 mg Capsule 500 mg Tablet 250 mg,1 Tablet,2.15,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Mefenamic acid,2.1.4,Tablet 500 mg,1 Tablet,2.72,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Mefenamic acid,2.1.4,Oral liquid 100 mg/5 ml,1 ml,0.58,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Tablet 500 mg,1 Tablet,1.01,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Tablet 650 mg,1 Tablet,2.04,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 120 mg/5ml,1 ml,0.59,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 125 mg/5ml,1 ml,0.38,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 150 mg/5ml,1 ml,0.64,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 250 mg/5ml,1 ml,0.66,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 500 mg/5ml,1 ml,0.71,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Oral Liquid 650 mg/5ml,1 ml,0.58,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,100 mg/ml (pediatric),1 ml,1.79,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack ( 0.5 ml),3.41,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (1 ml),4.66,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (2 ml),7.16,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (3 ml),9.67,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (4 ml),12.17,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (5 ml),14.68,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Injection 150 mg/ml,Each Pack (7 ml),19.68,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Suppository 80 mg Each Suppository,,7.22,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Paracetamol,2.1.5,Suppository 170 mg Each Suppository,,8.54,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Fentanyl,2.2.1,Injection 50 mcg/ml,1 ml,25.21,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Tablet 10 mg,1 Tablet,5.91,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,SR Tablet 30 mg,1 Tablet,6.05,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Injection 10 mg/ml,1 ml,26.37,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Injection 15 mg/ml,1 ml,32.91,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Capsule 100 mg,1 Capsule,10.66,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Tablet 100 mg,1 Tablet,21.84,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Tablet 50 mg,1 Tablet,8.95,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Morphine,2.2.2,Injection 50 mg/ml (20 ml Pack),1 ml,1.38,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
