medicine,nlem_section,care_levels,care_levels_expanded,formulations,source_name,source_url,source_pdf,retrieved_utc
Protamine Sulphate,8.2.4,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 10 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Tranexamic acid,8.2.5,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 500 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Fresh frozen plasma,9.1.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Whole blood,9.1.4,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Dextran-40,9.2.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 10 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Coagulation factor IX,9.3.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Powder for Injection 600 IU""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Coagulation factor VIII,9.3.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Powder for Injection 250 IU""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Cryoprecipitate,9.3.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Isosorbide dinitrate,10.1.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 5 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Adenosine,10.2.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 3 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Esmolol,10.2.4,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 10 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Lignocaine,10.2.5,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 2%""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Sodium nitroprusside,10.3.6,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 10 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Dobutamine,10.4.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 50 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Dopamine,10.4.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 40 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Noradrenaline,10.4.4,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 2 mg/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Spironolactone,10.4.5,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 25 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Clopidogrel,10.5.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 75 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Streptokinase,10.5.6,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 750,000 IU""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Framycetin,11.2.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Cream 1 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Fusidic acid,11.2.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Cream 2 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Silver sulphadiazine,11.2.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Cream 1 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Calamine,11.3.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Lotion (As per IP)""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Benzoyl peroxide,11.4.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Gel 2.5 % - 5 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Podophyllin resin,11.4.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Solution 20 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Salicylic acid,11.4.4,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Ointment 3-6 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Permethrin,11.5.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Lotion 1 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Fluorescein,12.1.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Ophthalmic Strips""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Proparacaine,12.1.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Eye Drops 0.5%""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Tropicamide,12.1.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Eye drop 1 %"", ""Drops 1 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Barium sulphate,12.2.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Oral Liquid 95% w/v""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Iohexol,12.2.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 140 to 350 mg iodine/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Haemodialysis fluid,13.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Peritoneal dialysis solution,13.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Chlorhexidine,14.1.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Solution 5% (Concentrate)""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Ethyl alcohol (Denatured),14.1.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Solution 70%""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Hydrogen peroxide,14.1.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Solution 6 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Povidone iodine,14.1.5,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Solution 4 % to 10 %"", ""Drops 5 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Glutaraldehyde,14.2.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As Licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Potassium permanganate,14.2.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Crystals for topical solution""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Mannitol,15.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Injection 10 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Budesonide,16.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Nasal Spray 50 mcg/dose""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Ciprofloxacin,16.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Drops 0.3 %"", ""Drops 0.3%""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Xylometazoline,16.4,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Nasal drops 0.05 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Pantoprazole,17.1.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Injection 40 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Domperidone,17.2.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 10 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Metoclopramide,17.2.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 10 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Hyoscine butyl bromide,17.4.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]",[],"National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Ispaghula,17.5.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Granules/ Husk/ Powder""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Oral rehydration salts,17.6.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Zinc Sulphate,17.6.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Dispersible Tablet 20 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Somatostatin,17.7.1,"[""T""]","[""Tertiary""]","[""Powder for Injection 3 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Dexamethasone,18.1.1,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Tablet 0.5 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Fludrocortisone,18.1.2,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""Tablet 0.1 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Levonorgestrel,18.2.1.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 0.75 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Ormeloxifene (Centchroman),18.2.1.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 30 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Hormone releasing IUD,18.2.2.1,"[""T""]","[""Tertiary""]","[""Contains 52 mg of Levonorgestrel""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
IUD containing Copper,18.2.2.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Condom,18.2.3.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As Licensed-as per the standards of Drugs""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Insulin (Soluble),18.3.1.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Injection 40 IU/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Insulin Glargine,18.3.1.4,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Injection 100 IU/mL""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Teneligliptin,18.3.1.7,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 20 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Glucose,18.3.2.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Injection 25 %""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Clomiphene citrate,18.4.1,"[""T""]","[""Tertiary""]","[""Tablet 50 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Norethisterone,18.5.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""Tablet 5 mg""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Anti-rabies immunoglobulin,19.2.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As Licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Anti-D immunoglobulin,19.2.3,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As Licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Diphtheria antitoxin,19.2.4,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As Licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Hepatitis B immunoglobulin,19.2.5,"[""S"", ""T""]","[""Secondary"", ""Tertiary""]","[""As Licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
BCG vaccine,19.3.1,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
DPT+ Hib+ Hep B vaccine,19.3.2,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
DPT vaccine,19.3.3,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Hepatitis B vaccine,19.3.4,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Japanese encephalitis vaccine,19.3.5,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
Measles vaccine,19.3.6,"[""P"", ""S"", ""T""]","[""Primary"", ""Secondary"", ""Tertiary""]","[""As licensed""]","National List of Essential Medicines 2022 (NLEM), via NPPA",https://nppa.gov.in/en/nlem2022,https://nppa.gov.in/storage/uploads/pdf/nlem-2022pdf-0cd1d2b28855bf30128875ab19fc5304.pdf,2026-08-04T14:32:40+00:00
